Days,Effective Precipitation (mm/day),Evapotranspiration (mm/day),Actual Evapotranspiration (mm/day),Storage (mm),Runoff (mm/day),Runoff in Area (m^3/day)
8109,1.512,9.789,3.169,221.922,0.222,333216.024
8110,0.296,8.759,2.789,221.700,0.222,332882.808
8111,0.000,4.466,1.392,221.478,0.222,332549.926
8112,0.242,5.284,1.628,221.257,0.221,332217.376
8113,0.287,5.323,1.620,221.036,0.221,331885.158
8114,0.000,5.468,1.645,220.814,0.221,331553.273
8115,0.000,5.121,1.518,220.594,0.221,331221.720
8116,0.000,4.817,1.409,220.373,0.221,330890.498
8117,8.437,6.852,1.979,221.551,0.220,330559.608
8118,6.669,7.024,2.113,222.546,0.528,791785.463
8119,4.402,5.054,1.561,222.881,0.696,1044508.157
8120,3.078,3.619,1.134,222.894,0.720,1079694.820
8121,3.991,3.296,1.043,223.181,0.672,1008473.791
8122,2.168,4.735,1.524,223.025,0.685,1027891.892
8123,14.954,5.425,1.747,226.082,0.601,901374.731
8124,9.621,4.559,1.582,227.395,1.223,1834859.855
8125,0.079,3.721,1.344,225.954,1.462,2193112.515
8126,2.587,5.047,1.806,225.563,1.095,1642835.938
8127,0.000,4.192,1.501,224.604,0.959,1438781.956
8128,0.000,4.606,1.631,223.905,0.698,1047421.919
8129,1.584,4.637,1.623,223.832,0.495,742235.918
8130,1.806,5.967,2.081,223.882,0.429,643258.796
8131,11.023,4.719,1.636,226.396,0.390,585096.084
8132,13.520,0.078,0.028,229.241,0.894,1340400.675
8133,0.906,1.037,0.404,228.039,1.470,2204596.095
8134,0.935,3.857,1.503,227.161,1.156,1733681.297
8135,0.000,4.466,1.730,226.248,0.913,1369456.858
8136,0.000,6.727,2.576,225.585,0.663,993944.876
8137,0.000,7.309,2.750,225.118,0.467,701119.761
8138,0.000,5.238,1.933,224.893,0.315,472790.329
8139,0.000,5.741,2.090,224.668,0.225,337339.252
8140,0.000,5.655,2.028,224.443,0.225,337001.912
8141,2.868,4.703,1.662,224.539,0.224,336664.910
8142,0.639,4.142,1.468,224.315,0.295,442029.661
8143,18.692,3.584,1.261,228.639,0.224,336472.378
8144,11.661,4.395,1.689,230.822,1.225,1837159.309
8145,4.413,2.609,1.047,230.514,1.656,2483398.654
8146,0.000,0.000,0.000,228.976,1.538,2307641.816
8147,0.225,0.000,0.000,227.895,1.151,1725897.729
8148,1.373,2.672,1.087,227.457,0.863,1295149.010
8149,1.551,0.000,0.000,227.219,0.718,1076678.059
8150,0.000,0.000,0.000,226.603,0.616,924314.452
8151,0.000,0.000,0.000,226.171,0.431,647198.191
8152,0.000,0.000,0.000,225.945,0.287,431121.276
8153,6.014,0.000,0.000,227.358,0.226,338917.984
8154,2.049,0.000,0.000,227.916,0.586,879234.376
8155,3.463,0.718,0.307,228.384,0.660,989849.908
8156,0.105,1.868,0.809,227.705,0.714,1070637.615
8157,2.580,3.424,1.476,228.036,0.515,772957.652
8158,4.154,2.359,1.019,228.863,0.539,808884.586
8159,4.680,0.000,0.000,229.746,0.672,1008242.199
8160,0.000,0.000,0.000,228.928,0.818,1226319.190
8161,0.000,0.000,0.000,228.339,0.589,883293.737
8162,3.790,0.000,0.000,229.212,0.411,615807.119
8163,1.038,0.000,0.000,229.015,0.554,830681.294
8164,0.221,0.000,0.000,228.629,0.462,692605.703
8165,0.000,0.000,0.000,228.396,0.328,492417.946
8166,0.000,0.000,0.000,228.168,0.228,342593.988
8167,0.000,0.000,0.000,227.939,0.228,342251.394
8168,0.000,0.000,0.000,227.711,0.228,341909.142
8169,0.000,0.000,0.000,227.484,0.228,341567.233
8170,3.003,0.000,0.000,228.679,0.227,341225.666
8171,0.000,0.000,0.000,228.139,0.540,810317.298
8172,0.000,0.000,0.000,227.766,0.373,558876.185
8173,0.305,0.000,0.000,227.750,0.242,362825.288
8174,3.498,1.349,0.628,230.847,0.274,411026.267
8175,0.000,0.000,0.000,230.294,0.959,1438470.364
8176,0.000,0.000,0.000,229.505,0.789,1182898.179
8177,0.000,0.000,0.000,228.939,0.566,849649.657
8178,0.000,0.000,0.000,228.546,0.393,589788.821
8179,0.000,0.000,0.000,228.317,0.258,387170.307
8180,0.000,0.000,0.000,228.089,0.228,342475.847
8181,0.000,0.000,0.000,227.861,0.228,342133.371
8182,0.000,0.000,0.000,227.633,0.228,341791.238
8183,0.000,0.000,0.000,227.405,0.228,341449.446
8184,0.000,0.000,0.000,227.178,0.227,341107.997
8185,0.000,0.000,0.000,226.951,0.227,340766.889
8186,0.000,0.000,0.000,226.724,0.227,340426.122
8187,0.000,0.000,0.000,226.497,0.227,340085.696
8188,0.000,0.000,0.000,226.271,0.226,339745.610
8189,0.000,0.000,0.000,226.044,0.226,339405.865
8190,0.000,0.000,0.000,225.818,0.226,339066.459
8191,0.000,0.000,0.000,225.592,0.226,338727.392
8192,0.000,0.000,0.000,225.367,0.226,338388.665
8193,0.000,0.000,0.000,225.141,0.225,338050.276
8194,0.000,0.000,0.000,224.916,0.225,337712.226
8195,0.000,0.000,0.000,224.691,0.225,337374.514
8196,0.000,0.000,0.000,224.467,0.225,337037.139
8197,0.000,0.000,0.000,224.242,0.224,336700.102
8198,0.000,0.000,0.000,224.018,0.224,336363.402
8199,0.000,0.000,0.000,223.794,0.224,336027.039
8200,0.000,0.000,0.000,223.570,0.224,335691.012
8201,0.000,0.000,0.000,223.347,0.224,335355.321
8202,0.000,0.000,0.000,223.123,0.223,335019.965
8203,0.000,0.000,0.000,222.900,0.223,334684.945
8204,0.000,0.000,0.000,222.677,0.223,334350.260
8205,0.000,0.000,0.000,222.455,0.223,334015.910
8206,0.000,0.000,0.000,222.232,0.222,333681.894
8207,0.000,0.000,0.000,222.010,0.222,333348.212
8208,0.000,0.000,0.000,221.788,0.222,333014.864
8209,0.000,0.000,0.000,221.566,0.222,332681.849
8210,3.390,0.000,0.000,222.553,0.222,332349.167
8211,0.000,0.000,0.000,222.066,0.487,730699.460
8212,0.000,0.000,0.000,221.802,0.330,494832.262
8213,0.000,0.000,0.000,221.580,0.222,332702.442
8214,0.000,0.000,0.000,221.358,0.222,332369.739
8215,0.000,0.000,0.000,221.137,0.221,332037.369
8216,0.000,0.000,0.000,220.916,0.221,331705.332
8217,0.000,0.000,0.000,220.695,0.221,331373.627
8218,0.000,0.000,0.000,220.474,0.221,331042.253
8219,0.000,0.000,0.000,220.254,0.220,330711.211
8220,0.000,0.000,0.000,220.033,0.220,330380.500
8221,0.000,0.000,0.000,219.813,0.220,330050.119
8222,0.000,0.000,0.000,220.222,0.220,329720.069
8223,0.000,0.000,0.000,219.864,0.358,536647.731
8224,0.000,0.000,0.000,219.644,0.229,342896.716
8225,0.000,0.000,0.000,219.424,0.220,329466.044
8226,5.086,0.000,0.000,221.607,0.219,329136.578
8227,0.000,0.000,0.000,220.859,0.748,1121506.125
8228,0.000,0.000,0.000,220.327,0.533,798958.607
8229,0.000,0.000,0.000,219.962,0.365,547447.360
8230,0.000,0.000,0.000,219.742,0.234,351344.327
8231,0.000,0.000,0.000,219.522,0.220,329612.860
8232,0.000,0.000,0.000,219.303,0.220,329283.248
8233,0.000,0.000,0.000,219.083,0.219,328953.964
8234,0.000,0.000,0.000,218.864,0.219,328625.010
8235,0.000,0.000,0.000,218.645,0.219,328296.385
8236,0.000,0.000,0.000,218.427,0.219,327968.089
8237,0.000,0.000,0.000,218.208,0.218,327640.121
8238,0.000,0.000,0.000,217.990,0.218,327312.481
8239,0.000,0.000,0.000,217.772,0.218,326985.168
8240,0.000,0.000,0.000,217.554,0.218,326658.183
8241,0.000,0.000,0.000,217.337,0.218,326331.525
8242,0.000,0.000,0.000,217.119,0.217,326005.193
8243,0.000,0.000,0.000,216.902,0.217,325679.188
8244,0.000,0.000,0.000,216.685,0.217,325353.509
8245,0.000,0.000,0.000,216.469,0.217,325028.155
8246,0.000,0.000,0.000,216.252,0.216,324703.127
8247,0.000,0.000,0.000,216.036,0.216,324378.424
8248,0.000,0.000,0.000,215.820,0.216,324054.046
8249,0.000,0.000,0.000,215.604,0.216,323729.992
8250,0.000,0.000,0.000,215.389,0.216,323406.262
8251,0.000,0.000,0.000,215.173,0.215,323082.855
8252,0.000,0.000,0.000,214.958,0.215,322759.773
8253,0.000,0.000,0.000,214.743,0.215,322437.013
8254,0.000,0.000,0.000,214.528,0.215,322114.576
8255,0.000,0.000,0.000,214.314,0.215,321792.461
8256,0.000,0.000,0.000,214.099,0.214,321470.669
8257,0.000,0.000,0.000,213.885,0.214,321149.198
8258,0.000,0.000,0.000,213.671,0.214,320828.049
8259,0.000,0.000,0.000,213.458,0.214,320507.221
8260,0.000,0.000,0.000,213.244,0.213,320186.714
8261,0.000,0.000,0.000,213.031,0.213,319866.527
8262,0.000,0.000,0.000,212.818,0.213,319546.660
8263,0.000,0.000,0.000,212.605,0.213,319227.114
8264,0.000,0.000,0.000,212.393,0.213,318907.887
8265,0.000,0.000,0.000,212.180,0.212,318588.979
8266,0.000,0.000,0.000,211.968,0.212,318270.390
8267,0.000,0.000,0.000,211.756,0.212,317952.119
8268,0.000,0.000,0.000,211.544,0.212,317634.167
8269,0.000,0.000,0.000,211.333,0.212,317316.533
8270,0.000,0.000,0.000,211.121,0.211,316999.217
8271,0.000,0.000,0.000,210.910,0.211,316682.217
8272,0.000,0.000,0.000,210.699,0.211,316365.535
8273,0.000,0.000,0.000,210.489,0.211,316049.170
8274,0.000,0.000,0.000,210.278,0.210,315733.120
8275,0.000,0.000,0.000,210.068,0.210,315417.387
8276,0.000,0.000,0.000,209.858,0.210,315101.970
8277,0.000,0.000,0.000,209.648,0.210,314786.868
8278,0.000,0.000,0.000,209.438,0.210,314472.081
8279,0.000,0.000,0.000,209.229,0.209,314157.609
8280,0.000,0.000,0.000,209.020,0.209,313843.451
8281,0.000,0.000,0.000,208.811,0.209,313529.608
8282,0.000,0.000,0.000,208.602,0.209,313216.078
8283,0.000,0.000,0.000,208.393,0.209,312902.862
8284,0.000,0.000,0.000,208.185,0.208,312589.959
8285,0.000,0.000,0.000,207.977,0.208,312277.369
8286,0.000,0.000,0.000,207.769,0.208,311965.092
8287,0.000,0.000,0.000,207.561,0.208,311653.127
8288,0.000,0.000,0.000,207.353,0.208,311341.474
8289,0.000,0.000,0.000,207.146,0.207,311030.132
8290,0.000,0.000,0.000,206.939,0.207,310719.102
8291,0.000,0.000,0.000,206.732,0.207,310408.383
8292,0.000,0.000,0.000,206.525,0.207,310097.975
8293,0.000,0.000,0.000,206.319,0.207,309787.877
8294,0.000,0.000,0.000,206.112,0.206,309478.089
8295,0.000,0.000,0.000,205.906,0.206,309168.611
8296,0.000,0.000,0.000,205.700,0.206,308859.442
8297,0.000,0.000,0.000,205.495,0.206,308550.583
8298,0.000,0.000,0.000,205.289,0.205,308242.032
8299,0.000,0.000,0.000,205.084,0.205,307933.790
8300,0.000,0.000,0.000,204.879,0.205,307625.856
8301,0.000,0.000,0.000,204.674,0.205,307318.231
8302,0.000,0.000,0.000,204.469,0.205,307010.912
8303,0.000,0.000,0.000,204.265,0.204,306703.901
8304,0.000,0.000,0.000,204.061,0.204,306397.197
8305,0.000,0.000,0.000,203.856,0.204,306090.800
8306,0.000,0.000,0.000,203.653,0.204,305784.709
8307,0.000,0.000,0.000,203.449,0.204,305478.925
8308,0.000,0.000,0.000,203.246,0.203,305173.446
8309,0.000,0.000,0.000,203.042,0.203,304868.272
8310,0.000,0.000,0.000,202.839,0.203,304563.404
8311,0.000,0.000,0.000,202.636,0.203,304258.841
8312,0.000,0.000,0.000,202.434,0.203,303954.582
8313,0.000,0.000,0.000,202.231,0.202,303650.627
8314,0.000,0.000,0.000,202.029,0.202,303346.977
8315,0.000,0.000,0.000,201.827,0.202,303043.630
8316,0.000,0.000,0.000,201.625,0.202,302740.586
8317,0.000,0.000,0.000,201.424,0.202,302437.845
8318,0.000,0.000,0.000,201.222,0.201,302135.408
8319,0.000,0.000,0.000,201.021,0.201,301833.272
8320,0.000,0.000,0.000,200.820,0.201,301531.439
8321,0.000,0.000,0.000,200.619,0.201,301229.908
8322,0.000,0.000,0.000,200.418,0.201,300928.678
8323,0.000,0.000,0.000,200.218,0.200,300627.749
8324,0.000,0.000,0.000,200.018,0.200,300327.121
8325,0.000,0.000,0.000,199.818,0.200,300026.794
8326,0.000,0.000,0.000,199.618,0.200,299726.767
8327,0.000,0.000,0.000,199.418,0.200,299427.040
8328,0.000,0.000,0.000,199.219,0.199,299127.613
8329,0.000,0.000,0.000,199.020,0.199,298828.486
8330,0.000,0.000,0.000,198.821,0.199,298529.657
8331,0.000,0.000,0.000,198.622,0.199,298231.128
8332,3.382,0.000,0.000,199.353,0.199,297932.897
8333,0.000,0.000,0.000,198.950,0.403,604569.993
8334,0.000,0.000,0.000,198.752,0.259,388921.652
8335,0.000,0.000,0.000,198.553,0.199,298127.541
8336,0.000,0.000,0.000,198.354,0.199,297829.413
8337,0.000,0.000,0.000,198.156,0.198,297531.584
8338,0.000,1.817,0.932,200.540,0.198,297234.052
8339,0.000,2.266,1.184,203.275,0.766,1149110.234
8340,0.000,1.638,0.873,204.950,1.313,1968781.881
8341,1.984,2.933,1.590,208.412,1.626,2438900.310
8342,0.000,3.740,2.083,211.248,2.332,3498602.406
8343,0.000,4.563,2.599,214.455,2.901,4352056.657
8344,2.491,5.070,2.958,218.790,3.552,5327902.178
8345,0.000,1.579,0.950,217.651,4.451,6675986.700
8346,3.741,1.427,0.869,218.440,4.145,6217978.143
8347,6.072,0.074,0.046,218.846,4.264,6395864.590
8348,0.000,0.055,0.035,216.351,4.299,6447984.056
8349,0.701,0.000,0.000,213.174,3.695,5542490.554
8350,0.000,0.000,0.000,210.316,2.941,4411999.914
8351,0.000,0.000,0.000,208.167,2.258,3386923.199
8352,0.653,0.000,0.000,207.458,1.731,2596127.444
8353,0.000,0.000,0.000,205.938,1.520,2280284.270
8354,3.766,0.000,0.000,206.957,1.131,1696977.531
8355,0.000,0.000,0.000,205.656,1.301,1951708.154
8356,2.649,0.000,0.000,207.584,0.961,1440851.367
8357,0.000,0.000,0.000,206.253,1.330,1995747.854
8358,0.414,0.261,0.172,207.586,0.984,1475365.214
8359,0.000,5.659,3.753,214.760,1.223,1833778.383
8360,1.881,5.811,3.920,221.706,2.747,4120048.882
8361,0.000,6.259,4.307,226.925,4.221,6331430.926
8362,0.000,8.065,5.637,233.412,5.315,7972517.615
8363,0.000,8.833,6.281,239.690,6.688,10032492.750
8364,12.544,8.915,6.445,251.905,8.015,12023130.094
8365,4.372,3.799,2.844,250.809,10.649,15973413.773
8366,0.000,7.114,5.404,252.026,10.354,15531165.009
8367,0.000,8.046,6.174,248.476,10.568,15852096.401
8368,0.000,10.444,7.980,238.743,9.733,14600244.395
8369,0.000,11.322,8.415,231.204,7.539,11307762.556
8370,0.000,6.115,4.412,225.378,5.826,8739707.150
8371,0.000,3.288,2.334,220.887,4.491,6736704.280
8372,0.000,5.366,3.777,217.437,3.450,5174442.310
8373,0.000,6.923,4.804,214.800,2.637,3955958.159
8374,0.000,7.554,5.148,212.796,2.004,3005620.629
8375,0.000,10.436,6.973,211.286,1.510,2264437.382
8376,0.000,10.651,6.923,210.162,1.124,1686394.396
8377,0.000,10.518,6.647,209.338,0.824,1235600.734
8378,0.000,13.205,8.117,208.749,0.589,884061.464
8379,0.000,11.493,6.822,208.342,0.407,609940.541
8380,0.000,12.527,7.213,208.134,0.264,396205.849
8381,0.000,14.699,8.188,207.926,0.208,312201.414
8382,0.000,13.900,7.447,207.718,0.208,311889.213
8383,0.000,15.495,8.001,207.510,0.208,311577.323
8384,0.000,17.172,8.509,207.303,0.208,311265.746
8385,0.000,18.201,8.617,207.096,0.207,310954.480
8386,0.000,15.541,7.009,206.889,0.207,310643.526
8387,0.000,15.557,6.732,206.682,0.207,310332.882
8388,0.000,15.023,6.238,206.475,0.207,310022.549
8389,0.000,8.447,3.371,206.269,0.206,309712.527
8390,0.000,5.390,2.103,206.062,0.206,309402.814
8391,0.000,9.040,3.478,205.856,0.206,309093.412
8392,0.000,11.357,4.267,205.650,0.206,308784.318
8393,0.000,13.634,4.971,205.445,0.206,308475.534
8394,0.000,14.992,5.272,205.239,0.205,308167.058
8395,11.677,13.588,4.592,207.582,0.205,307858.891
8396,0.000,11.973,4.174,206.816,0.766,1148405.705
8397,0.046,10.234,3.456,206.285,0.544,815285.126
8398,0.000,8.580,2.821,205.912,0.373,559418.582
8399,4.390,8.190,2.633,206.440,0.237,356036.032
8400,0.000,5.047,1.631,206.073,0.367,550648.265
8401,2.014,7.472,2.384,206.000,0.233,349255.069
8402,2.527,7.110,2.252,206.055,0.235,352748.412
8403,1.713,7.016,2.217,206.015,0.263,395016.755
8404,0.743,4.555,1.428,205.809,0.242,363215.717
8405,0.000,4.746,1.478,205.603,0.206,308713.190
8406,0.885,3.413,1.049,205.397,0.206,308404.476
8407,0.000,4.130,1.266,205.192,0.205,308096.072
8408,0.000,7.055,2.139,204.987,0.205,307787.976
8409,0.000,8.615,2.564,204.782,0.205,307480.188
8410,0.000,13.954,4.060,204.577,0.205,307172.708
8411,0.000,14.980,4.200,204.372,0.205,306865.535
8412,0.000,16.696,4.499,204.168,0.204,306558.669
8413,0.000,10.815,2.788,203.964,0.204,306252.111
8414,0.000,8.416,2.108,203.760,0.204,305945.859
8415,0.000,12.386,3.035,203.556,0.204,305639.913
8416,0.000,17.417,4.130,203.353,0.204,305334.273
8417,0.000,16.552,3.747,203.149,0.203,305028.939
8418,0.000,16.091,3.486,202.946,0.203,304723.910
8419,0.000,19.020,3.948,202.743,0.203,304419.186
8420,0.000,18.330,3.617,202.540,0.203,304114.767
8421,0.000,12.589,2.365,202.338,0.203,303810.652
8422,0.000,12.082,2.196,202.136,0.202,303506.841
8423,0.554,14.126,2.486,201.933,0.202,303203.334
8424,0.000,7.851,1.341,201.731,0.202,302900.131
8425,0.000,14.180,2.373,201.530,0.202,302597.231
8426,0.000,15.873,2.558,201.328,0.202,302294.634
8427,3.121,14.496,2.239,201.127,0.201,301992.339
8428,3.858,15.222,2.372,200.929,0.201,301690.347
8429,0.000,16.423,2.603,200.728,0.202,302463.120
8430,0.000,17.897,2.716,200.527,0.201,301092.152
8431,0.000,19.941,2.885,200.327,0.201,300791.059
8432,4.729,16.314,2.238,200.165,0.200,300490.268
8433,5.873,13.826,1.969,200.175,0.209,312875.836
8434,0.000,15.265,2.304,199.975,0.246,369194.441
8435,0.000,16.423,2.380,199.775,0.200,299962.065
8436,0.000,15.421,2.139,199.575,0.200,299662.103
8437,0.000,15.834,2.108,199.375,0.200,299362.441
8438,0.000,15.210,1.942,199.176,0.199,299063.078
8439,4.677,17.207,2.110,198.977,0.199,298764.015
8440,0.000,15.432,1.978,198.778,0.199,298465.251
8441,0.000,16.076,1.978,198.579,0.199,298166.786
8442,0.000,20.218,2.383,198.381,0.199,297868.619
8443,27.334,16.914,1.889,200.026,0.198,297570.751
8444,2.550,16.528,2.841,199.753,0.604,905668.219
8445,0.000,13.045,2.222,199.264,0.489,732853.738
8446,14.821,15.787,2.597,200.777,0.326,488986.464
8447,0.000,15.233,2.918,200.173,0.604,905739.068
8448,0.000,12.016,2.210,199.757,0.416,624002.218
8449,3.946,12.363,2.203,199.887,0.270,404329.949
8450,0.000,12.893,2.338,199.688,0.272,408028.569
8451,0.196,8.584,1.504,199.488,0.200,299531.652
8452,0.109,8.549,1.469,199.289,0.199,299232.121
8453,0.000,13.958,2.348,199.089,0.199,298932.889
8454,15.732,13.592,2.203,200.364,0.199,298633.956
8455,7.798,10.795,2.076,200.973,0.523,784522.103
8456,35.350,7.488,1.529,205.829,0.602,903277.982
8457,0.000,7.593,2.111,204.213,1.615,2423117.858
8458,0.000,6.388,1.741,203.008,1.205,1807707.261
8459,0.000,7.695,2.062,202.123,0.885,1327769.321
8460,0.000,9.742,2.559,201.487,0.636,953499.969
8461,1.659,10.078,2.580,201.368,0.441,661652.035
8462,16.513,10.741,2.715,204.169,0.360,540296.973
8463,0.000,7.882,2.210,203.248,0.922,1382861.350
8464,2.794,7.468,2.051,203.165,0.665,996799.900
8465,0.000,7.862,2.163,202.573,0.592,887781.476
8466,0.000,4.575,1.233,202.166,0.407,610801.180
8467,0.000,6.447,1.717,201.964,0.263,394838.218
8468,3.555,9.200,2.409,202.017,0.202,302945.907
8469,0.000,7.231,1.901,201.815,0.258,386882.922
8470,19.987,5.542,1.430,205.071,0.202,302723.227
8471,0.468,4.025,1.192,204.214,0.962,1443240.758
8472,0.000,2.313,0.680,203.494,0.719,1078802.988
8473,0.456,3.136,0.916,203.089,0.507,759953.016
8474,0.000,8.732,2.539,202.726,0.363,544649.946
8475,4.562,7.695,2.186,203.150,0.229,343476.588
8476,0.067,5.990,1.724,202.824,0.340,510538.964
8477,0.000,6.053,1.715,202.621,0.214,321718.057
8478,0.000,6.365,1.775,202.418,0.203,303931.422
8479,0.000,11.138,3.055,202.216,0.202,303627.491
8480,0.000,9.052,2.411,202.014,0.202,303323.863
8481,0.000,9.762,2.539,201.812,0.202,303020.539
8482,4.262,9.255,2.346,201.978,0.202,302717.519
8483,3.116,8.954,2.295,202.219,0.283,423997.690
8484,0.000,8.564,2.200,202.018,0.299,448730.074
8485,7.246,7.301,1.834,202.744,0.202,303026.303
8486,18.416,6.166,1.613,205.990,0.406,609188.286
8487,1.988,6.158,1.822,205.370,1.066,1598678.789
8488,4.976,3.366,0.993,205.609,0.875,1312834.075
8489,1.582,3.093,0.936,205.099,0.874,1310353.479
8490,1.285,2.640,0.801,204.688,0.707,1060700.362
8491,3.972,2.375,0.722,205.041,0.563,843798.169
8492,0.000,0.714,0.221,204.455,0.586,879292.861
8493,2.688,1.622,0.502,204.683,0.403,604807.779
8494,1.941,3.748,1.175,204.745,0.399,599067.878
8495,0.000,10.261,3.224,204.386,0.359,538744.958
8496,1.953,10.553,3.227,204.263,0.226,339423.294
8497,1.770,3.572,1.076,204.077,0.222,333099.772
8498,16.963,0.367,0.111,207.326,0.208,312094.520
8499,0.000,1.521,0.511,206.362,0.963,1445103.974
8500,0.000,0.000,0.000,205.665,0.698,1046328.437
8501,0.000,0.000,0.000,205.174,0.490,735364.370
8502,3.480,0.449,0.150,205.730,0.329,492893.170
8503,3.044,2.098,0.715,206.121,0.397,595571.975
8504,3.806,0.000,0.000,206.689,0.429,644091.273
8505,0.000,0.000,0.000,206.188,0.501,751036.162
8506,1.244,0.000,0.000,206.396,0.337,505439.448
8507,0.000,0.000,0.000,206.079,0.329,493877.814
8508,0.000,0.000,0.000,205.873,0.206,309119.210
8509,0.000,0.000,0.000,205.668,0.206,308810.091
8510,0.000,0.000,0.000,205.462,0.206,308501.281
8511,5.482,0.000,0.000,206.406,0.205,308192.780
8512,0.063,0.000,0.000,206.661,0.458,687256.711
8513,0.000,0.000,0.000,206.201,0.461,691107.298
8514,0.000,0.000,0.000,205.990,0.306,458745.815
8515,2.782,0.250,0.093,207.299,0.206,308984.832
8516,2.706,4.618,1.777,207.554,0.539,808583.860
8517,0.000,6.778,2.610,207.012,0.542,812541.557
8518,0.000,6.006,2.272,206.643,0.369,553637.650
8519,2.713,6.841,2.548,206.854,0.235,351772.747
8520,6.353,12.250,4.543,208.315,0.298,447465.419
8521,12.806,12.308,4.565,211.353,0.573,860139.069
8522,0.000,0.948,0.363,210.165,1.189,1782784.142
8523,0.000,0.983,0.375,209.291,0.874,1310710.355
8524,0.280,3.514,1.339,208.743,0.628,942572.662
8525,0.000,0.000,0.000,208.289,0.455,682265.615
8526,1.039,0.000,0.000,208.262,0.302,452545.248
8527,0.688,0.000,0.000,208.054,0.248,371993.252
8528,4.655,2.285,0.871,208.746,0.208,312081.119
