Days,Effective Precipitation (mm/day),Evapotranspiration (mm/day),Actual Evapotranspiration (mm/day),Storage (mm),Runoff (mm/day),Runoff in Area (m^3/day)
5189,1.117,9.910,3.175,208.012,0.349,523854.677
5190,11.104,9.875,3.104,210.257,0.279,418598.388
5191,2.517,9.918,3.256,210.137,0.747,1121217.021
5192,0.000,11.400,3.702,209.469,0.668,1002062.289
5193,5.799,13.003,4.097,210.388,0.468,702126.731
5194,14.443,10.780,3.406,213.235,0.617,926031.540
5195,19.080,7.675,2.576,216.908,1.191,1786090.674
5196,5.561,7.371,2.697,216.509,1.946,2919200.300
5197,2.992,8.521,3.147,215.544,1.806,2708329.147
5198,3.476,9.317,3.417,214.973,1.540,2310731.398
5199,1.568,10.413,3.794,214.045,1.362,2043230.772
5200,0.000,9.598,3.431,212.940,1.105,1658093.778
5201,0.000,8.775,3.058,212.130,0.810,1214464.926
5202,3.888,8.654,2.947,212.557,0.579,868513.270
5203,0.000,9.208,3.134,211.936,0.620,930705.846
5204,1.710,8.190,2.721,211.937,0.432,647338.648
5205,12.866,8.627,2.834,214.767,0.379,568837.665
5206,4.138,7.800,2.701,214.906,0.950,1424460.150
5207,0.000,8.284,2.876,213.978,0.928,1391955.058
5208,7.775,9.489,3.223,215.313,0.672,1007427.009
5209,11.273,8.736,3.025,217.366,0.913,1369705.140
5210,0.000,11.883,4.278,216.054,1.313,1969148.734
5211,0.000,13.506,4.712,215.082,0.972,1457872.736
5212,0.000,14.684,4.943,214.375,0.706,1059155.520
5213,0.000,15.518,5.024,213.877,0.499,748234.077
5214,0.000,13.966,4.339,213.550,0.337,505793.258
5215,9.494,12.250,3.668,215.044,0.214,320325.385
5216,8.017,10.183,3.146,216.335,0.589,883334.013
5217,1.314,8.876,2.812,215.830,0.821,1231686.601
5218,4.410,6.903,2.154,216.216,0.658,987337.294
5219,0.000,5.772,1.819,215.525,0.692,1037264.471
5220,0.000,4.664,1.448,215.037,0.488,731555.394
5221,18.107,3.190,0.978,218.923,0.329,493179.825
5222,2.350,8.018,2.728,218.398,1.132,1698105.459
5223,6.450,7.348,2.481,219.088,0.965,1447761.899
5224,0.000,5.655,1.944,218.022,1.065,1598117.322
5225,0.000,7.511,2.544,217.243,0.780,1169407.398
5226,9.500,12.811,4.254,219.082,0.557,835090.781
5227,0.121,11.840,4.019,218.203,0.910,1365117.429
5228,0.000,7.480,2.463,217.538,0.665,998232.358
5229,5.685,6.876,2.220,218.464,0.468,701805.160
5230,0.000,8.779,2.882,217.844,0.620,930618.335
5231,14.850,10.054,3.225,221.027,0.433,649219.778
5232,5.212,9.266,3.165,221.298,1.082,1623212.112
5233,3.045,8.748,3.004,221.001,1.091,1635953.265
5234,15.600,8.861,3.025,224.073,0.975,1461775.833
5235,2.441,5.671,2.062,223.149,1.599,2399206.225
5236,0.597,5.671,2.057,221.968,1.345,2017780.852
5237,6.013,7.480,2.682,222.572,1.035,1551973.271
5238,15.375,10.764,3.907,225.699,1.117,1675286.312
5239,0.000,6.014,2.296,223.945,1.754,2630884.379
5240,7.405,6.224,2.339,224.744,1.317,1976114.501
5241,10.123,6.291,2.412,226.254,1.443,2163879.291
5242,0.000,6.458,2.557,224.530,1.724,2586507.555
5243,0.000,4.926,1.917,223.235,1.294,1941728.276
5244,3.431,4.828,1.855,223.279,0.959,1438876.187
5245,2.926,6.716,2.590,223.219,0.918,1377655.397
5246,0.000,7.929,3.048,222.364,0.855,1282345.488
5247,0.000,5.764,2.170,221.748,0.617,924784.400
5248,0.291,5.320,1.972,221.399,0.431,645962.197
5249,0.530,4.883,1.788,221.178,0.304,455650.601
5250,0.000,6.806,2.467,220.957,0.221,331767.008
5251,0.000,7.188,2.560,220.736,0.221,331435.241
5252,0.638,7.184,2.511,220.515,0.221,331103.806
5253,0.171,3.280,1.129,220.295,0.221,330772.702
5254,0.000,3.459,1.182,220.074,0.220,330441.929
5255,0.000,7.621,2.579,219.854,0.220,330111.487
5256,0.000,9.937,3.297,219.634,0.220,329781.376
5257,0.000,5.889,1.903,219.415,0.220,329451.594
5258,1.695,3.830,1.219,219.195,0.219,329122.143
5259,2.162,7.738,2.464,219.049,0.219,328793.021
5260,3.222,2.742,0.867,219.210,0.235,352437.865
5261,0.926,2.937,0.941,219.063,0.302,453715.904
5262,0.000,8.564,2.738,218.844,0.235,352229.026
5263,0.000,9.017,2.819,218.625,0.219,328266.246
5264,2.326,6.228,1.901,218.496,0.219,327937.979
5265,3.237,0.000,0.000,218.646,0.238,356931.018
5266,0.000,0.000,0.000,218.428,0.299,449074.388
5267,2.713,0.000,0.000,218.401,0.218,327641.287
5268,0.000,0.000,0.000,218.182,0.260,390498.646
5269,0.000,0.000,0.000,217.964,0.218,327273.536
5270,0.000,0.000,0.000,217.746,0.218,326946.263
5271,0.000,0.000,0.000,217.528,0.218,326619.317
5272,0.000,0.000,0.000,217.311,0.218,326292.697
5273,0.000,0.000,0.000,217.094,0.217,325966.405
5274,2.366,0.000,0.000,217.282,0.217,325640.438
5275,0.000,0.000,0.000,217.065,0.306,458984.135
5276,0.000,0.000,0.000,216.848,0.217,325597.071
5277,0.000,0.000,0.000,216.631,0.217,325271.474
5278,0.000,0.000,0.000,216.414,0.217,324946.202
5279,0.000,0.000,0.000,216.198,0.216,324621.256
5280,0.000,0.000,0.000,215.982,0.216,324296.635
5281,0.000,0.000,0.000,215.766,0.216,323972.338
5282,5.500,0.008,0.003,217.340,0.216,323648.366
5283,0.000,0.000,0.000,216.914,0.609,914134.213
5284,0.000,0.000,0.000,216.450,0.464,696478.935
5285,0.000,0.000,0.000,216.234,0.311,466313.699
5286,0.000,0.000,0.000,216.017,0.216,324350.443
5287,0.000,0.000,0.000,215.801,0.216,324026.093
5288,0.000,0.000,0.000,215.586,0.216,323702.067
5289,0.000,0.000,0.000,215.416,0.216,323378.365
5290,0.000,0.000,0.000,215.533,0.226,338282.396
5291,0.000,0.000,0.000,215.318,0.288,432396.862
5292,0.000,0.000,0.000,215.102,0.215,322976.508
5293,0.000,0.000,0.000,214.887,0.215,322653.531
5294,0.000,0.000,0.000,214.672,0.215,322330.878
5295,0.000,0.000,0.000,214.458,0.215,322008.547
5296,0.000,0.000,0.000,214.243,0.214,321686.538
5297,0.000,0.000,0.000,214.029,0.214,321364.852
5298,0.000,0.000,0.000,213.815,0.214,321043.487
5299,0.000,0.000,0.000,213.601,0.214,320722.444
5300,0.000,0.000,0.000,213.388,0.214,320401.721
5301,0.000,0.000,0.000,213.174,0.213,320081.319
5302,0.000,0.000,0.000,212.961,0.213,319761.238
5303,0.000,0.000,0.000,212.748,0.213,319441.477
5304,0.000,0.000,0.000,212.535,0.213,319122.035
5305,0.000,0.000,0.000,212.323,0.213,318802.913
5306,0.000,0.000,0.000,212.110,0.212,318484.110
5307,0.000,0.000,0.000,211.898,0.212,318165.626
5308,0.000,0.000,0.000,211.686,0.212,317847.461
5309,0.000,0.000,0.000,211.475,0.212,317529.613
5310,0.000,0.000,0.000,211.263,0.211,317212.084
5311,0.000,0.000,0.000,211.052,0.211,316894.872
5312,0.000,0.000,0.000,210.841,0.211,316577.977
5313,4.671,0.000,0.000,211.710,0.211,316261.399
5314,0.000,0.000,0.000,211.261,0.448,672178.463
5315,0.000,0.000,0.000,211.051,0.297,445666.186
5316,0.000,0.000,0.000,210.840,0.211,316575.897
5317,0.000,0.000,0.000,210.629,0.211,316259.321
5318,2.267,2.012,0.737,212.882,0.211,315943.062
5319,6.239,0.367,0.141,215.245,0.752,1128634.014
5320,0.000,0.000,0.000,214.025,1.220,1829741.099
5321,0.000,0.000,0.000,213.126,0.899,1348574.099
5322,0.000,0.000,0.000,212.477,0.649,973342.463
5323,0.000,0.000,0.000,212.023,0.454,680740.332
5324,0.000,0.000,0.000,211.812,0.302,452589.137
5325,0.000,0.000,0.000,211.600,0.212,317717.376
5326,0.000,0.000,0.000,211.388,0.212,317399.659
5327,0.000,0.000,0.000,211.177,0.211,317082.259
5328,0.000,0.000,0.000,210.966,0.211,316765.177
5329,0.000,0.000,0.000,210.755,0.211,316448.412
5330,0.000,0.000,0.000,210.544,0.211,316131.963
5331,0.000,0.000,0.000,210.333,0.211,315815.831
5332,0.000,0.000,0.000,210.123,0.210,315500.015
5333,0.000,0.000,0.000,209.913,0.210,315184.515
5334,0.000,0.000,0.000,209.703,0.210,314869.331
5335,0.000,0.000,0.000,209.493,0.210,314554.461
5336,0.000,0.000,0.000,209.284,0.209,314239.907
5337,0.000,0.000,0.000,209.074,0.209,313925.667
5338,0.000,0.000,0.000,208.865,0.209,313611.741
5339,0.000,0.000,0.000,208.657,0.209,313298.130
5340,0.000,0.000,0.000,208.448,0.209,312984.832
5341,0.000,0.000,0.000,208.239,0.208,312671.847
5342,0.000,0.000,0.000,208.031,0.208,312359.175
5343,0.000,0.000,0.000,207.823,0.208,312046.816
5344,0.000,0.000,0.000,207.615,0.208,311734.769
5345,0.000,0.000,0.000,207.408,0.208,311423.034
5346,0.000,0.000,0.000,207.200,0.207,311111.611
5347,0.000,0.000,0.000,206.993,0.207,310800.499
5348,0.000,0.000,0.000,206.786,0.207,310489.699
5349,0.000,0.000,0.000,206.579,0.207,310179.209
5350,0.000,0.000,0.000,206.373,0.207,309869.030
5351,0.000,0.000,0.000,206.166,0.206,309559.161
5352,0.000,0.000,0.000,205.960,0.206,309249.602
5353,0.000,0.000,0.000,205.754,0.206,308940.352
5354,0.000,0.000,0.000,205.549,0.206,308631.412
5355,0.000,0.000,0.000,205.343,0.206,308322.781
5356,0.000,0.000,0.000,205.138,0.205,308014.458
5357,0.000,0.000,0.000,204.932,0.205,307706.443
5358,0.000,0.000,0.000,204.728,0.205,307398.737
5359,0.000,0.000,0.000,204.523,0.205,307091.338
5360,0.000,0.000,0.000,204.318,0.205,306784.247
5361,0.000,0.000,0.000,204.114,0.204,306477.463
5362,0.000,0.000,0.000,203.910,0.204,306170.985
5363,0.000,0.000,0.000,203.706,0.204,305864.814
5364,0.000,0.000,0.000,203.502,0.204,305558.949
5365,0.000,0.000,0.000,203.299,0.204,305253.390
5366,0.000,0.000,0.000,203.095,0.203,304948.137
5367,0.000,0.000,0.000,202.892,0.203,304643.189
5368,0.000,0.000,0.000,202.689,0.203,304338.546
5369,0.000,0.000,0.000,202.487,0.203,304034.207
5370,0.000,0.000,0.000,202.284,0.202,303730.173
5371,0.000,0.000,0.000,202.082,0.202,303426.443
5372,0.000,0.000,0.000,201.880,0.202,303123.016
5373,0.000,0.000,0.000,201.678,0.202,302819.893
5374,0.000,0.000,0.000,201.476,0.202,302517.073
5375,0.000,0.000,0.000,201.275,0.201,302214.556
5376,0.000,0.000,0.000,201.074,0.201,301912.342
5377,0.000,0.000,0.000,200.873,0.201,301610.429
5378,0.000,0.000,0.000,200.672,0.201,301308.819
5379,0.000,0.000,0.000,200.471,0.201,301007.510
5380,0.000,0.000,0.000,200.271,0.200,300706.503
5381,0.000,0.000,0.000,200.070,0.200,300405.796
5382,0.000,0.000,0.000,199.870,0.200,300105.390
5383,0.000,0.000,0.000,199.670,0.200,299805.285
5384,0.000,0.000,0.000,199.471,0.200,299505.480
5385,0.000,0.000,0.000,199.271,0.199,299205.974
5386,0.000,0.000,0.000,199.072,0.199,298906.768
5387,0.000,0.000,0.000,198.873,0.199,298607.861
5388,0.000,0.000,0.000,198.674,0.199,298309.254
5389,0.000,0.000,0.000,198.475,0.199,298010.944
5390,0.000,0.000,0.000,198.277,0.198,297712.933
5391,0.000,0.000,0.000,198.079,0.198,297415.220
5392,0.000,0.000,0.000,197.880,0.198,297117.805
5393,0.000,0.000,0.000,197.683,0.198,296820.687
5394,0.000,0.000,0.000,197.485,0.198,296523.867
5395,0.000,0.000,0.000,197.287,0.197,296227.343
5396,0.000,0.000,0.000,197.090,0.197,295931.115
5397,0.000,0.000,0.000,196.893,0.197,295635.184
5398,0.000,0.000,0.000,196.696,0.197,295339.549
5399,0.000,0.000,0.000,196.499,0.197,295044.210
5400,0.000,0.000,0.000,196.303,0.196,294749.165
5401,0.000,0.000,0.000,196.107,0.196,294454.416
5402,0.000,0.000,0.000,195.911,0.196,294159.962
5403,0.000,0.000,0.000,195.715,0.196,293865.802
5404,0.000,0.000,0.000,195.519,0.196,293571.936
5405,0.000,0.000,0.000,195.323,0.196,293278.364
5406,0.000,0.000,0.000,195.128,0.195,292985.086
5407,0.000,0.000,0.000,194.933,0.195,292692.101
5408,0.000,0.000,0.000,194.738,0.195,292399.409
5409,0.000,0.000,0.000,194.543,0.195,292107.009
5410,0.000,0.000,0.000,194.349,0.195,291814.902
5411,0.000,0.000,0.000,194.154,0.194,291523.087
5412,0.000,0.000,0.000,193.960,0.194,291231.564
5413,0.000,0.000,0.000,193.766,0.194,290940.333
5414,0.000,0.000,0.000,193.572,0.194,290649.392
5415,0.000,0.000,0.000,193.379,0.194,290358.743
5416,0.000,0.000,0.000,193.186,0.193,290068.384
5417,0.000,0.000,0.000,192.992,0.193,289778.316
5418,0.000,0.000,0.000,192.799,0.193,289488.537
5419,0.000,0.000,0.000,192.607,0.193,289199.049
5420,0.000,0.000,0.000,192.414,0.193,288909.850
5421,0.000,0.000,0.000,192.222,0.192,288620.940
5422,0.000,0.000,0.000,192.029,0.192,288332.319
5423,0.000,0.000,0.000,191.837,0.192,288043.987
5424,0.000,0.000,0.000,191.645,0.192,287755.943
5425,0.000,0.000,0.000,191.454,0.192,287468.187
5426,0.000,0.000,0.000,191.262,0.191,287180.719
5427,0.000,0.000,0.000,191.071,0.191,286893.538
5428,0.000,0.000,0.000,190.880,0.191,286606.644
5429,0.000,0.000,0.000,190.713,0.191,286320.038
5430,0.000,0.000,0.000,190.523,0.196,294004.937
5431,0.000,0.000,0.000,190.332,0.191,285783.917
5432,0.000,0.000,0.000,190.142,0.190,285498.133
5433,0.000,0.000,0.000,189.952,0.190,285212.635
5434,0.000,0.000,0.000,189.762,0.190,284927.422
5435,0.000,0.000,0.000,189.572,0.190,284642.495
5436,0.000,0.000,0.000,189.382,0.190,284357.852
5437,5.129,0.000,0.000,191.354,0.189,284073.494
5438,7.231,0.168,0.071,194.283,0.665,996996.793
5439,0.000,0.000,0.000,193.031,1.252,1877672.733
5440,0.000,0.000,0.000,192.111,0.919,1378995.290
5441,0.000,0.000,0.000,191.451,0.660,990112.474
5442,0.000,0.000,0.000,190.993,0.458,686869.381
5443,2.678,0.000,0.000,192.078,0.300,450425.187
5444,0.000,0.803,0.360,193.449,0.482,723162.182
5445,0.000,0.000,0.000,193.430,0.727,1090483.860
5446,0.000,0.000,0.000,192.764,0.666,999173.654
5447,0.000,0.000,0.000,192.301,0.463,694363.340
5448,0.000,0.000,0.000,192.048,0.304,456696.287
5449,0.000,0.000,0.000,191.855,0.192,288071.285
5450,0.000,0.000,0.000,191.664,0.192,287783.214
5451,0.000,0.000,0.000,191.472,0.192,287495.431
5452,0.000,0.000,0.000,191.280,0.191,287207.935
5453,0.000,0.000,0.000,191.089,0.191,286920.727
5454,0.000,0.000,0.000,190.898,0.191,286633.806
5455,0.000,0.000,0.000,190.707,0.191,286347.173
5456,0.410,0.000,0.000,191.136,0.191,286060.825
5457,0.000,0.000,0.000,191.287,0.327,490359.331
5458,0.000,0.000,0.000,191.035,0.303,454950.748
5459,0.000,0.000,0.000,190.844,0.191,286552.826
5460,0.000,1.100,0.514,192.381,0.191,286266.273
5461,0.000,0.885,0.422,193.851,0.571,855953.524
5462,0.000,0.000,0.000,193.538,0.837,1255849.037
5463,0.000,1.092,0.532,195.088,0.712,1067640.165
5464,0.693,0.000,0.000,194.459,0.996,1494198.528
5465,0.000,0.000,0.000,193.658,0.801,1201475.966
5466,0.000,0.000,0.000,193.090,0.568,852296.146
5467,0.000,0.000,0.000,192.703,0.387,580020.741
5468,0.000,0.000,0.000,192.510,0.245,367730.695
5469,0.000,0.000,0.000,192.318,0.193,288765.549
5470,0.000,0.000,0.000,192.126,0.192,288476.784
5471,0.000,0.000,0.000,191.933,0.192,288188.307
5472,0.000,0.000,0.000,191.741,0.192,287900.119
5473,0.000,0.000,0.000,191.550,0.192,287612.218
5474,0.000,0.000,0.000,191.358,0.192,287324.606
5475,2.331,0.460,0.229,193.362,0.191,287037.282
5476,0.133,0.000,0.000,193.137,0.674,1011054.386
5477,0.000,0.000,0.000,192.569,0.568,851945.211
5478,0.112,2.324,1.185,195.692,0.386,579575.595
5479,2.462,1.732,0.902,198.658,1.017,1525349.225
5480,0.000,0.000,0.000,197.045,1.613,2419095.149
5481,0.000,0.000,0.000,195.843,1.201,1802207.117
5482,0.000,0.000,0.000,194.963,0.881,1321119.139
5483,0.000,0.000,0.000,194.332,0.631,945955.118
5484,0.000,0.000,0.000,193.896,0.436,653411.700
5485,0.000,0.000,0.000,193.703,0.284,425312.267
5486,0.000,0.000,0.000,193.509,0.194,290554.325
5487,0.000,0.000,0.000,193.536,0.194,290263.771
5488,0.000,0.000,0.000,193.343,0.242,362639.913
5489,0.000,0.000,0.000,193.149,0.193,290013.835
5490,0.000,0.000,0.000,192.956,0.193,289723.821
5491,0.000,0.000,0.000,192.763,0.193,289434.098
5492,0.000,0.421,0.226,193.987,0.193,289144.663
5493,0.000,4.762,2.587,199.494,0.504,756306.571
5494,11.530,5.686,3.176,209.838,1.659,2489167.129
5495,6.491,6.786,4.019,217.555,3.879,5818173.950
5496,0.171,3.791,2.344,217.916,5.520,8280247.171
5497,0.000,5.105,3.213,219.726,5.543,8315171.848
5498,0.000,10.210,6.551,227.074,5.885,8828113.135
5499,0.000,10.881,7.185,234.029,7.446,11169097.679
5500,0.000,11.396,7.730,237.037,8.920,13379910.966
5501,5.975,7.605,5.225,230.652,9.526,14288841.728
5502,0.000,3.779,2.573,222.587,8.065,12097853.717
5503,1.010,0.000,0.000,216.873,6.235,9352518.312
5504,0.000,0.000,0.000,211.951,4.922,7383182.648
5505,0.553,0.000,0.000,208.453,3.783,5675242.409
5506,1.063,0.768,0.519,206.045,2.958,4437353.477
5507,0.000,2.718,1.838,203.672,2.373,3559156.344
5508,0.000,2.964,1.990,201.877,1.795,2692752.561
5509,0.000,4.532,3.019,200.532,1.345,2017041.000
5510,0.000,7.952,5.234,199.539,0.993,1490069.288
5511,0.000,8.806,5.676,198.819,0.719,1079114.576
5512,0.000,7.398,4.660,198.314,0.506,758653.039
5513,0.000,4.637,2.864,197.974,0.339,508776.097
5514,0.000,5.866,3.580,197.776,0.209,313955.056
5515,0.000,7.621,4.580,197.579,0.198,296664.686
5516,0.000,7.215,4.250,197.381,0.198,296368.021
5517,3.479,6.345,3.667,198.270,0.197,296071.653
5518,4.739,6.919,3.968,199.909,0.436,654144.341
5519,3.633,7.870,4.487,200.749,0.741,1112157.017
5520,0.000,9.571,5.395,199.878,0.871,1306409.655
5521,27.875,8.206,4.511,210.952,0.624,936115.401
5522,3.594,4.801,2.785,209.540,3.005,4507676.077
5523,0.154,2.652,1.533,206.968,2.639,3958807.790
5524,0.000,1.775,1.019,204.950,2.018,3027659.295
5525,0.000,4.454,2.546,203.431,1.519,2279021.159
5526,0.000,7.995,4.517,202.300,1.130,1695165.967
5527,1.732,8.986,4.971,202.205,0.827,1239841.387
5528,0.582,2.235,1.213,201.696,0.751,1126127.952
5529,0.000,1.626,0.879,201.112,0.584,875785.122
5530,0.000,2.902,1.562,200.711,0.401,600971.245
5531,0.000,7.695,4.111,200.511,0.258,386698.562
5532,0.000,9.134,4.782,200.310,0.201,300766.363
5533,0.000,11.969,6.118,200.110,0.200,300465.597
5534,15.272,12.453,6.167,205.228,0.200,300165.131
5535,2.588,6.813,3.433,204.853,1.370,2054750.113
5536,0.112,7.507,3.747,203.663,1.233,1848791.938
5537,0.000,10.374,5.079,202.747,0.916,1374094.904
5538,2.919,11.708,5.577,203.147,0.660,989803.680
5539,6.601,10.596,4.945,204.801,0.693,1039919.106
5540,10.444,6.895,3.205,207.499,1.003,1504073.763
5541,0.000,10.705,5.075,205.957,1.542,2312498.263
5542,0.000,13.970,6.438,204.809,1.148,1722085.770
5543,3.033,14.309,6.355,204.994,0.841,1261645.688
5544,0.000,13.295,5.754,204.167,0.827,1241203.217
5545,0.000,10.214,4.268,203.576,0.591,886720.377
5546,0.000,8.167,3.322,203.169,0.407,610305.180
5547,0.000,9.220,3.670,202.966,0.263,394782.664
5548,0.000,11.365,4.416,202.763,0.203,304448.662
5549,0.183,10.199,3.845,202.560,0.203,304144.213
5550,0.000,13.155,4.833,202.357,0.203,303840.069
5551,6.084,13.272,4.709,203.346,0.202,303536.229
5552,10.131,12.745,4.513,205.609,0.464,696195.578
5553,15.236,10.709,3.873,208.890,0.908,1361462.768
5554,0.100,11.766,4.475,207.343,1.575,2362924.733
5555,10.074,12.211,4.504,208.988,1.181,1771388.173
5556,1.830,11.758,4.421,208.023,1.489,2232861.546
5557,7.309,13.108,4.822,208.845,1.222,1833258.932
5558,0.000,9.543,3.522,207.496,1.349,2023642.757
5559,0.000,10.432,3.754,206.498,0.998,1497511.592
5560,4.826,10.643,3.726,207.057,0.725,1087210.214
5561,15.525,12.784,4.470,210.388,0.794,1190980.926
5562,2.144,7.936,2.918,209.514,1.473,2209547.834
5563,0.000,6.685,2.434,208.287,1.227,1840651.253
5564,0.000,9.750,3.488,207.384,0.903,1355182.060
5565,5.853,11.119,3.877,208.284,0.651,976596.615
5566,0.150,10.417,3.644,207.528,0.795,1193156.941
5567,0.000,14.165,4.824,206.952,0.576,863538.640
5568,2.891,13.943,4.574,207.277,0.396,593355.843
5569,7.730,13.276,4.272,208.752,0.414,620353.501
5570,6.660,13.369,4.357,209.716,0.685,1027159.668
5571,4.282,12.437,4.074,209.937,0.843,1265123.257
5572,7.842,10.908,3.549,211.036,0.839,1258422.498
5573,0.000,8.717,2.889,210.009,1.027,1541161.895
5574,4.645,9.403,3.046,210.403,0.748,1122382.006
5575,5.660,10.031,3.261,211.019,0.782,1172905.543
5576,11.031,9.883,3.239,212.900,0.864,1296499.758
5577,5.088,9.840,3.354,212.992,1.225,1837867.321
5578,0.000,10.117,3.459,211.800,1.193,1788960.498
5579,0.000,12.897,4.294,210.922,0.877,1316062.741
5580,0.000,13.763,4.429,210.291,0.632,947281.817
5581,4.074,13.007,4.035,210.811,0.440,659711.944
5582,5.500,10.967,3.376,211.594,0.501,752138.445
5583,0.000,12.496,3.874,210.973,0.621,931784.946
5584,5.479,12.020,3.606,211.789,0.432,647861.651
5585,0.000,13.958,4.210,211.230,0.559,838049.132
5586,0.000,12.948,3.763,210.847,0.383,574905.497
5587,0.000,12.726,3.574,210.636,0.246,369732.236
5588,0.331,13.603,3.694,210.425,0.211,315953.856
5589,0.058,10.694,2.809,210.215,0.210,315637.902
5590,0.000,9.976,2.548,210.005,0.210,315322.264
5591,3.130,10.261,2.553,209.935,0.210,315006.942
5592,0.208,11.158,2.776,209.725,0.241,360854.594
5593,1.184,7.968,1.928,209.515,0.210,314587.073
5594,3.767,7.917,1.896,209.539,0.210,314272.486
5595,5.104,6.938,1.683,209.999,0.261,390865.910
5596,6.458,7.234,1.802,210.860,0.357,534886.029
5597,2.982,6.045,1.560,210.950,0.493,740141.556
5598,5.528,5.070,1.319,211.579,0.460,690687.268
5599,11.999,2.941,0.789,213.473,0.546,819460.191
5600,3.471,2.258,0.657,213.329,0.910,1365575.678
5601,1.004,4.247,1.259,212.728,0.826,1239362.144
5602,0.438,5.179,1.529,212.185,0.642,962528.858
5603,0.000,4.138,1.209,211.715,0.470,704556.479
5604,0.000,4.259,1.231,211.487,0.314,471045.468
5605,0.000,3.062,0.875,211.275,0.211,317229.925
5606,0.000,5.858,1.661,211.064,0.211,316912.695
5607,0.000,9.446,2.637,210.853,0.211,316595.783
5608,0.000,10.698,2.913,210.642,0.211,316279.187
5609,0.000,8.272,2.190,210.431,0.211,315962.908
5610,0.234,7.250,1.878,210.221,0.210,315646.945
5611,0.000,6.252,1.592,210.011,0.210,315331.298
5612,0.000,5.811,1.456,209.801,0.210,315015.966
5613,11.637,6.626,1.635,211.315,0.210,314700.950
5614,4.240,7.835,2.092,211.584,0.589,883313.033
5615,3.171,6.739,1.822,211.639,0.595,893235.808
5616,3.988,6.170,1.680,211.907,0.555,832342.943
5617,0.000,1.868,0.516,211.346,0.561,841997.514
5618,4.638,1.708,0.469,211.926,0.385,578020.336
5619,0.146,1.579,0.447,211.497,0.461,690987.295
5620,0.296,2.449,0.691,211.269,0.314,470704.635
5621,0.000,2.824,0.794,211.057,0.211,316902.985
5622,0.000,1.911,0.533,210.846,0.211,316586.082
5623,0.000,1.852,0.514,210.635,0.211,316269.496
5624,2.578,4.224,1.167,210.515,0.211,315953.227
5625,16.644,5.557,1.548,213.439,0.230,345346.154
5626,8.153,0.000,0.000,214.449,0.900,1349975.130
5627,0.000,0.000,0.000,213.380,1.070,1604544.703
5628,0.000,0.000,0.000,212.598,0.782,1172883.621
5629,0.000,0.784,0.255,212.040,0.558,836266.638
5630,0.000,1.661,0.539,211.658,0.383,573783.973
5631,0.000,1.778,0.574,211.446,0.246,369125.999
5632,0.000,2.141,0.688,211.235,0.211,317169.347
5633,0.000,0.000,0.000,211.024,0.211,316852.178
5634,2.989,0.000,0.000,211.088,0.211,316535.326
5635,15.415,1.813,0.590,214.451,0.271,407045.851
5636,17.691,5.499,1.947,218.215,0.997,1495841.566
5637,9.684,5.417,2.073,219.261,1.773,2659386.348
5638,19.715,5.066,2.002,223.238,1.951,2925985.454
5639,0.000,4.286,1.825,220.464,2.773,4159915.219
5640,0.000,3.444,1.450,218.353,2.111,3166417.369
5641,0.000,4.274,1.784,216.759,1.594,2391567.362
5642,0.000,2.831,1.168,215.568,1.192,1787262.594
5643,0.000,1.408,0.577,214.690,0.877,1315983.036
5644,0.000,0.784,0.320,214.058,0.632,948463.062
5645,0.000,0.542,0.221,213.617,0.441,661875.486
5646,0.000,0.000,0.000,213.403,0.292,438415.102
5647,0.000,0.000,0.000,213.190,0.213,320105.051
5648,0.000,0.000,0.000,212.977,0.213,319784.946
5649,0.000,0.000,0.000,212.764,0.213,319465.161
5650,0.910,0.000,0.000,212.551,0.213,319145.696
5651,0.000,0.000,0.000,212.338,0.213,318826.551
5652,0.000,0.000,0.000,212.126,0.212,318507.724
5653,0.000,0.000,0.000,211.914,0.212,318189.216
5654,0.000,0.000,0.000,211.702,0.212,317871.027
5655,0.000,0.000,0.000,211.490,0.212,317553.156
5656,0.000,0.000,0.000,211.279,0.211,317235.603
5657,0.000,0.000,0.000,211.068,0.211,316918.367
5658,0.000,0.000,0.000,210.857,0.211,316601.449
5659,3.166,0.000,0.000,211.527,0.211,316284.847
5660,0.000,0.000,0.000,211.583,0.404,606747.974
5661,5.905,0.000,0.000,213.100,0.364,546508.845
5662,3.869,1.638,0.703,213.718,0.646,968710.189
5663,0.000,0.000,0.000,212.989,0.729,1094234.535
5664,0.000,0.000,0.000,212.472,0.517,775110.700
5665,0.000,0.000,0.000,212.121,0.351,526272.502
5666,0.000,0.000,0.000,211.909,0.222,332257.020
5667,0.000,0.000,0.000,211.697,0.212,317863.527
5668,0.000,0.000,0.000,211.485,0.212,317545.663
5669,0.000,0.000,0.000,211.274,0.211,317228.117
5670,0.000,0.000,0.000,211.063,0.211,316910.889
5671,0.000,0.000,0.000,210.852,0.211,316593.978
5672,0.000,0.000,0.000,210.641,0.211,316277.384
5673,0.000,0.000,0.000,210.430,0.211,315961.107
5674,0.000,0.000,0.000,210.220,0.210,315645.146
5675,0.000,0.000,0.000,210.009,0.210,315329.501
5676,0.000,0.000,0.000,209.799,0.210,315014.171
5677,0.000,0.000,0.000,209.590,0.210,314699.157
5678,0.000,0.000,0.000,209.380,0.210,314384.458
5679,0.000,0.000,0.000,209.171,0.209,314070.074
5680,0.000,0.000,0.000,208.961,0.209,313756.003
